Date,VOC (ppm), Temperature (C), Humidity (%),Pressure (hPa),PM1,PM2.5,PM10,PM4
2020-06-02 10:40:36,0.004,28.8,27,1016.2,3.9,5.32,6.21,4.12
2020-06-02 11:00:35,0.01,28.2,29,1016.1,2.58,4.21,4.78,2.73
2020-06-02 11:10:33,0.017,28.7,26,1016.0,1.59,3.25,4.77,2.46
2020-06-02 11:20:36,0.02,29.0,28,1016.0,1.53,3.14,3.93,1.83
2020-06-02 11:31:08,0.008,29.9,24,1015.9,1.76,3.15,3.91,1.86
2020-06-02 11:40:37,0.015,30.2,25,1015.9,2.79,4.38,5.16,2.95
2020-06-02 11:50:34,0.011,30.2,23,1015.9,3.95,9.16,14.03,11.17
2020-06-02 12:00:32,0.004,30.3,22,1015.8,2.61,5.41,7.33,5.1
2020-06-02 12:10:37,0.0,30.2,22,1015.6,2.2,4.12,5.43,3.25
2020-06-02 12:20:35,0.02,28.3,25,1015.4,1.48,2.89,3.86,1.56
2020-06-02 12:30:37,0.004,29.0,23,1015.2,3.42,9.85,16.07,13.01
2020-06-02 12:40:38,0.0,28.4,27,1015.1,2.13,3.63,4.75,2.25
2020-06-02 12:50:40,0.003,27.4,27,1015.0,2.5,7.37,12.18,9.13
2020-06-02 13:00:33,0.005,26.8,26,1014.9,1.47,2.85,3.82,1.56
2020-06-02 13:10:41,0.06,25.5,28,1014.9,2.95,11.13,18.95,15.46
2020-06-02 13:20:36,0.053,25.4,30,1014.9,2.1,9.24,15.62,12.42
2020-06-02 13:40:35,0.0,28.5,28,1014.5,3.79,6.12,7.45,5.3
2020-06-02 13:50:35,0.0,30.0,25,1014.4,3.48,4.98,5.96,3.68
2020-06-02 14:00:35,0.1,29.9,25,1014.4,1.14,6.0,10.26,7.53
2020-06-02 14:10:34,0.067,27.4,28,1014.2,1.39,2.69,3.58,1.47
2020-06-02 14:20:33,0.096,31.2,22,1014.0,3.38,9.59,15.21,12.08
2020-06-02 14:30:35,0.066,28.8,25,1014.0,2.7,4.21,4.9,2.86
2020-06-02 14:50:33,0.067,26.7,27,1013.7,2.58,4.21,4.78,2.73
2020-06-02 15:00:33,0.164,26.6,27,1013.7,2.58,4.21,4.78,2.73
2020-06-02 15:10:36,0.15,25.4,30,1013.5,2.58,4.21,4.78,2.73
2020-06-02 15:30:34,0.069,23.2,34,1013.2,2.26,3.68,4.44,2.39
2020-06-02 15:40:33,0.127,23.9,32,1013.1,3.75,12.91,21.51,17.96
2020-06-02 15:50:33,0.021,23.4,31,1012.9,3.66,4.88,6.03,3.87
2020-06-02 16:00:32,0.0,28.7,30,1012.8,2.95,4.95,6.7,4.2
2020-06-02 16:10:33,0.0,26.2,28,1012.6,2.85,4.39,5.23,3.01
2020-06-02 16:20:34,0.069,24.3,32,1012.5,46.05,49.92,50.77,48.69
2020-06-02 16:40:33,0.007,25.8,31,1012.3,1.15,5.98,10.55,7.79
2020-06-02 16:50:33,0.011,24.5,34,1012.2,4.0,15.27,25.07,21.51
2020-06-02 17:00:34,0.013,23.5,36,1012.2,2.93,4.51,5.43,3.09
2020-06-02 17:20:33,0.0,25.7,31,1011.9,6.43,20.78,33.99,29.47
2020-06-02 17:30:33,0.0,26.1,31,1011.8,4.47,5.92,6.87,4.73
2020-06-02 17:40:33,0.0,24.4,34,1011.9,3.48,4.98,5.96,3.68
2020-06-02 17:50:33,0.0,23.1,36,1011.8,2.4,6.44,9.58,6.9
2020-06-02 18:00:33,0.015,22.4,37,1011.7,4.12,5.61,6.72,4.36
2020-06-02 18:40:35,0.0,24.2,36,1011.3,4.28,5.86,6.62,4.52
2020-06-02 19:00:34,0.0,24.0,35,1011.4,3.96,5.33,6.28,4.19
2020-06-02 19:10:37,0.049,22.3,40,1011.3,3.68,5.07,6.24,3.89
2020-06-02 19:20:36,0.042,21.3,42,1011.2,4.06,5.64,6.69,4.3
2020-06-02 19:30:34,0.074,20.8,42,1011.2,4.14,5.72,6.84,4.37
2020-06-02 19:50:34,0.082,20.5,43,1011.2,3.67,4.98,6.14,3.88
2020-06-02 20:00:35,0.081,20.5,42,1011.2,3.42,4.97,5.88,3.62
2020-06-03 08:30:37,0.336,19.3,52,1005.4,12.71,14.48,15.64,13.44
2020-06-03 08:40:36,0.197,19.1,52,1005.3,8.84,10.45,11.75,9.35
2020-06-03 08:50:37,0.074,18.9,52,1005.3,7.27,8.84,10.08,7.69
2020-06-03 09:00:35,0.046,18.8,52,1005.1,6.31,8.12,8.9,6.67
2020-06-03 09:10:38,0.042,18.0,54,1005.1,5.48,7.02,7.99,5.8
2020-06-03 09:20:35,0.0,17.0,56,1004.8,5.81,7.16,8.45,6.15
2020-06-03 09:30:35,0.0,16.4,60,1004.8,6.67,8.53,9.17,7.05
2020-06-03 09:40:35,0.0,16.0,61,1004.7,9.48,11.07,12.52,10.02
2020-06-03 09:50:35,0.0,15.8,61,1004.5,7.64,9.29,10.4,8.07
2020-06-03 10:00:36,0.002,15.7,62,1004.5,7.09,8.92,9.98,7.5
2020-06-03 10:10:39,0.003,15.6,62,1004.4,7.24,9.11,9.83,7.66
2020-06-03 10:20:42,0.006,15.7,63,1004.4,7.16,8.94,9.57,7.57
2020-06-03 10:30:36,0.007,15.7,64,1004.3,7.54,9.01,10.02,7.97
2020-06-03 10:40:37,0.005,15.8,65,1004.3,6.4,7.87,9.25,6.77
2020-06-03 10:50:36,0.006,15.7,65,1004.3,6.74,8.14,9.35,7.13
2020-06-03 11:00:34,0.008,15.7,65,1004.3,6.71,8.4,9.59,7.1
2020-06-03 11:10:34,0.005,15.7,65,1004.3,6.56,8.15,9.19,6.94
2020-06-03 11:20:35,0.012,15.8,65,1004.2,7.02,8.87,9.86,7.43
2020-06-03 11:30:36,0.008,15.7,67,1004.1,7.22,8.98,9.67,7.64
2020-06-03 11:40:35,0.015,15.9,67,1004.0,8.06,9.72,10.75,8.53
2020-06-03 11:50:36,0.026,15.9,68,1004.1,7.79,9.51,10.27,8.24
2020-06-03 12:00:33,0.026,16.0,69,1004.0,8.3,10.08,10.85,8.77
2020-06-03 12:20:34,0.02,16.1,67,1003.9,9.49,11.2,12.16,10.04
2020-06-03 12:30:36,0.016,16.1,65,1003.9,8.88,10.8,11.65,9.39
2020-06-03 12:40:37,0.016,16.2,65,1003.9,8.61,10.58,11.16,9.1
2020-06-03 12:50:34,0.012,16.3,66,1003.8,7.91,9.45,10.82,8.36
2020-06-03 13:00:35,0.022,16.5,62,1003.8,8.27,9.84,11.08,8.74
2020-06-03 13:10:36,0.023,16.5,62,1003.6,7.93,9.61,10.51,8.38
2020-06-03 13:20:35,0.035,16.7,64,1003.5,8.29,10.06,10.82,8.77
2020-06-03 13:30:36,0.028,16.8,63,1003.5,9.82,11.79,12.57,10.38
2020-06-03 13:40:36,0.027,16.7,62,1003.5,8.21,9.91,11.09,8.68
2020-06-03 13:50:34,0.017,16.7,61,1003.5,5.85,7.43,8.26,6.18
2020-06-03 14:00:35,0.013,16.6,60,1003.4,6.46,7.87,9.31,6.83
2020-06-03 14:10:35,0.013,16.5,60,1003.4,6.8,8.59,9.36,7.19
2020-06-03 14:20:36,0.007,16.5,61,1003.4,6.91,8.49,9.38,7.31
2020-06-03 14:30:35,0.008,16.4,64,1003.4,7.71,9.36,10.54,8.15
2020-06-03 14:40:37,0.007,16.3,65,1003.4,8.87,10.72,11.56,9.38
2020-06-03 14:50:34,0.0,16.2,64,1003.3,11.71,13.47,14.63,12.38
2020-06-03 15:00:35,0.002,16.1,64,1003.4,10.97,13.0,13.92,11.6
2020-06-03 15:10:36,0.01,16.0,65,1003.3,10.64,12.37,13.47,11.25
2020-06-03 15:20:35,0.005,15.9,65,1003.2,11.77,13.47,14.69,12.45
2020-06-03 15:30:35,0.005,15.9,65,1003.2,11.88,13.81,14.64,12.56
2020-06-03 15:40:37,0.0,15.8,65,1003.1,10.53,12.52,13.51,11.14
2020-06-03 15:50:37,0.037,16.0,65,1003.2,9.45,11.33,12.24,9.99
2020-06-03 16:00:38,0.094,16.5,62,1003.2,8.27,9.89,11.14,8.75
2020-06-03 16:10:36,0.091,16.8,62,1003.2,7.12,8.61,9.7,7.52
2020-06-03 16:20:36,0.116,17.0,62,1003.1,7.21,8.88,10.06,7.63
2020-06-03 16:30:35,0.141,17.2,62,1003.0,7.29,9.04,9.81,7.71
2020-06-03 16:40:36,0.149,17.3,62,1003.1,6.94,8.73,9.65,7.34
2020-06-03 16:50:34,0.155,17.4,61,1003.0,6.48,8.05,9.01,6.86
2020-06-03 17:00:35,0.147,17.5,58,1002.9,6.66,8.43,9.07,7.04
2020-06-03 17:10:36,0.155,17.6,58,1002.9,6.81,8.69,9.48,7.2
2020-06-03 17:40:38,0.181,17.8,59,1002.8,7.33,8.81,10.1,7.75
2020-06-03 17:50:36,0.183,17.8,59,1002.8,7.84,9.41,10.72,8.29
2020-06-03 18:00:34,0.181,17.8,59,1002.8,7.07,8.75,9.79,7.48
2020-06-03 18:10:35,0.191,17.9,58,1002.8,6.62,8.13,9.23,7.0
2020-06-03 18:20:43,0.185,17.9,58,1002.8,7.65,9.41,10.53,8.09
2020-06-03 18:30:35,0.194,18.0,58,1002.8,6.71,8.36,9.55,7.1
2020-06-03 18:40:37,0.209,18.0,60,1003.0,7.2,8.77,9.94,7.61
2020-06-03 18:50:35,0.202,18.0,59,1002.9,5.81,7.18,8.47,6.15
2020-06-03 19:00:35,0.194,18.0,59,1002.9,5.9,7.35,8.73,6.24
2020-06-03 19:10:36,0.182,18.1,60,1003.0,12.17,14.18,15.31,12.87
2020-06-03 20:30:35,0.296,19.8,56,1003.4,36.54,39.66,41.04,38.64
2020-06-03 20:50:35,0.298,20.1,54,1003.6,20.74,23.39,24.04,21.93
2020-06-03 21:00:33,0.291,20.0,53,1003.6,16.5,18.91,19.85,17.45
2020-06-03 21:10:33,0.287,19.8,52,1003.7,14.3,16.25,17.5,15.12
2020-06-03 21:20:35,0.281,19.7,51,1003.9,10.38,12.27,13.1,10.97
2020-06-03 21:30:36,0.274,19.5,51,1004.0,10.41,12.05,13.42,11.01
2020-06-03 21:40:33,0.278,19.4,53,1004.1,7.67,9.54,10.18,8.11
2020-06-03 21:50:33,0.274,19.2,53,1004.2,6.9,8.37,9.75,7.3
2020-06-03 22:00:34,0.27,19.4,53,1004.3,5.6,6.98,8.06,5.92
2020-06-03 22:10:35,0.269,19.3,52,1004.4,5.86,7.56,8.4,6.2
2020-06-03 22:20:38,0.265,19.8,49,1004.3,5.51,7.2,8.19,5.82
2020-06-03 22:30:35,0.238,19.8,49,1004.2,4.53,5.86,6.87,4.79
2020-06-03 22:40:37,0.234,19.4,52,1004.4,5.38,6.99,8.28,6.05
2020-06-03 22:50:35,0.217,19.3,52,1004.3,4.66,6.57,7.81,5.43
2020-06-03 23:00:36,0.204,19.4,52,1004.4,3.77,5.46,6.79,4.47
2020-06-03 23:10:35,0.188,19.2,52,1004.6,3.48,5.23,6.18,4.08
2020-06-03 23:20:38,0.185,19.5,49,1004.4,3.64,5.33,6.67,4.44
2020-06-03 23:30:35,0.181,19.9,49,1004.2,3.24,4.8,6.0,3.82
2020-06-03 23:40:35,0.173,19.8,49,1004.3,2.96,4.6,5.95,3.46
2020-06-03 23:50:34,0.166,19.7,48,1004.3,2.45,3.64,4.69,2.68
2020-06-04 00:00:35,0.167,19.6,48,1004.4,1.96,3.19,4.23,2.14
2020-06-04 00:10:35,0.164,19.5,47,1004.3,2.23,3.45,4.67,2.36
2020-06-04 00:20:38,0.158,19.4,50,1004.3,2.3,3.45,4.74,2.43
2020-06-04 00:30:35,0.161,19.3,50,1004.3,2.55,4.54,5.92,3.4
2020-06-04 00:40:34,0.161,19.2,50,1004.3,2.16,3.94,5.38,2.93
2020-06-04 00:50:37,0.159,19.1,50,1004.4,2.14,3.92,5.12,2.73
2020-06-04 01:00:36,0.155,19.2,49,1004.3,2.62,4.57,6.11,3.54
2020-06-04 01:10:35,0.152,19.2,49,1004.3,2.4,4.22,5.72,3.45
2020-06-04 01:20:37,0.156,19.2,49,1004.4,2.1,3.91,5.37,2.94
2020-06-04 01:30:36,0.146,19.1,49,1004.3,2.13,3.85,4.95,2.64
2020-06-04 01:40:34,0.154,19.1,49,1004.4,2.14,3.54,4.94,2.49
2020-06-04 01:50:36,0.151,19.1,48,1004.3,1.95,3.56,4.66,2.19
2020-06-04 02:00:35,0.154,19.0,49,1003.9,2.59,4.22,5.0,2.9
2020-06-04 02:10:37,0.151,19.1,48,1003.9,2.61,3.89,5.08,2.83
2020-06-04 02:20:37,0.149,18.9,48,1003.7,2.48,3.85,4.91,2.69
2020-06-04 02:30:36,0.146,18.8,48,1003.7,2.49,3.99,5.07,2.71
2020-06-04 02:40:34,0.147,18.7,47,1003.5,2.64,4.21,4.85,2.79
2020-06-04 02:50:35,0.148,18.7,47,1003.5,2.69,4.14,5.33,2.85
2020-06-04 03:10:36,0.144,18.6,46,1003.3,2.58,4.2,4.87,2.81
2020-06-04 03:20:36,0.14,18.5,46,1003.3,2.28,3.71,4.64,2.54
2020-06-04 03:30:37,0.138,18.6,46,1003.2,2.27,3.7,4.52,2.44
2020-06-04 03:40:34,0.144,18.6,46,1003.2,2.35,3.89,4.73,2.49
2020-06-04 03:50:36,0.142,18.6,46,1003.2,2.57,4.13,5.19,2.71
2020-06-04 04:00:36,0.138,18.6,46,1003.2,2.34,3.74,4.67,2.55
2020-06-04 04:10:35,0.144,18.5,46,1003.1,2.76,4.48,5.52,3.16
2020-06-04 04:20:38,0.138,18.5,45,1003.1,2.53,4.46,5.63,3.21
2020-06-04 04:30:35,0.133,18.4,48,1003.0,2.3,3.7,5.05,2.89
2020-06-04 04:50:36,0.131,18.3,47,1003.0,1.81,3.43,4.52,2.16
2020-06-04 05:00:37,0.127,18.2,47,1003.1,1.6,3.19,4.09,1.94
2020-06-04 05:10:34,0.124,18.2,46,1003.2,1.58,3.07,3.88,1.87
2020-06-04 05:20:36,0.122,18.1,46,1003.0,1.68,3.31,4.31,2.04
2020-06-04 05:30:36,0.12,18.1,46,1003.0,1.57,3.22,4.58,2.32
2020-06-04 05:40:37,0.118,18.0,46,1002.9,2.08,4.01,5.33,3.23
2020-06-04 05:50:35,0.115,18.0,45,1002.8,1.93,3.75,5.66,3.27
2020-06-04 06:00:34,0.115,18.0,45,1002.8,2.25,4.46,6.25,4.07
2020-06-04 06:10:35,0.114,18.0,45,1002.7,3.25,6.6,9.01,6.48
2020-06-04 06:20:37,0.113,18.0,45,1002.9,2.99,6.38,8.78,6.42
2020-06-04 06:30:34,0.109,18.0,45,1002.9,2.64,5.36,7.84,5.57
2020-06-04 06:40:37,0.109,18.0,45,1002.9,2.39,5.45,7.49,5.15
2020-06-04 06:50:35,0.117,17.9,45,1002.9,1.91,4.17,6.33,3.89
2020-06-04 07:00:35,0.117,17.9,45,1002.8,1.79,3.92,5.93,3.33
2020-06-04 07:10:34,0.113,17.9,45,1002.8,2.11,4.15,5.74,3.47
2020-06-04 07:20:35,0.112,17.9,45,1002.8,2.19,4.06,5.26,3.16
2020-06-04 07:30:35,0.118,17.9,45,1002.9,2.13,4.09,5.23,3.1
2020-06-04 07:40:36,0.114,18.0,45,1002.8,1.96,3.47,5.0,2.55
2020-06-04 07:50:33,0.123,18.0,45,1002.8,1.82,3.47,4.66,2.24
2020-06-04 08:00:35,0.118,18.1,45,1002.7,2.53,4.46,5.65,3.22
2020-06-04 08:10:36,0.114,18.1,46,1002.6,2.68,4.6,5.53,3.46
2020-06-04 08:20:38,0.116,18.1,45,1002.7,2.39,4.0,5.31,2.88
2020-06-04 08:30:35,0.117,18.1,45,1002.6,2.48,4.25,5.05,2.89
2020-06-04 08:40:35,0.128,18.3,45,1002.7,2.35,3.7,4.85,2.74
2020-06-04 08:50:35,0.119,17.7,44,1002.7,3.6,4.94,6.04,3.81
2020-06-04 09:00:35,0.073,17.6,44,1002.7,3.77,5.29,6.06,3.99
2020-06-04 09:10:36,0.076,17.5,45,1002.6,3.48,4.98,5.96,3.68
2020-06-04 09:20:35,0.075,17.8,45,1002.5,3.77,5.29,6.06,3.99
2020-06-04 09:30:34,0.115,17.8,45,1002.5,13.28,15.06,16.28,14.04
2020-06-04 09:40:34,0.309,17.7,44,1002.5,10.53,12.55,13.54,11.14
2020-06-04 10:00:38,0.086,17.1,42,1002.6,5.43,7.11,8.02,5.74
2020-06-04 10:10:36,0.003,16.0,45,1002.4,3.05,4.51,5.55,3.23
2020-06-04 10:20:36,0.0,15.5,45,1002.3,2.48,3.92,4.89,2.62
2020-06-04 10:30:34,0.0,15.3,46,1002.3,1.73,2.93,4.16,1.83
2020-06-04 10:40:37,0.0,15.0,47,1002.1,1.64,3.2,3.84,1.74
2020-06-04 12:30:45,0.022,16.6,45,1001.6,1.64,3.18,3.81,1.73
2020-06-04 12:40:37,0.025,16.4,48,1001.4,1.49,2.97,3.96,1.57
2020-06-04 12:50:37,0.023,16.0,47,1001.3,1.27,2.71,3.48,1.34
2020-06-04 13:00:41,0.021,16.2,47,1001.2,1.66,2.87,4.03,1.76
2020-06-04 13:20:45,0.041,16.9,44,1001.2,1.19,2.6,3.29,1.26
2020-06-04 13:30:44,0.035,17.0,43,1001.3,1.43,3.0,3.93,1.51
2020-06-04 13:40:47,0.035,16.8,44,1001.4,1.63,3.09,4.23,1.73
2020-06-04 13:50:35,0.032,16.6,43,1001.3,2.76,4.11,5.42,2.96
2020-06-04 14:00:35,0.048,17.2,42,1001.3,2.77,4.22,4.98,2.92
2020-06-04 14:20:43,0.06,17.6,39,1001.2,3.15,4.78,5.41,3.33
2020-06-04 14:30:40,0.056,17.9,39,1001.3,3.36,4.99,5.84,3.55
2020-06-04 14:40:37,0.067,18.0,39,1001.1,3.9,5.34,6.23,4.13
2020-06-04 14:50:34,0.069,18.1,39,1000.9,3.38,4.69,6.06,3.58
2020-06-04 15:00:42,0.064,18.0,39,1000.9,3.58,5.26,5.83,3.79
2020-06-04 15:10:42,0.065,18.0,39,1000.8,3.39,4.74,5.62,3.59
2020-06-04 15:20:44,0.056,17.9,39,1000.7,3.18,4.57,5.74,3.37
2020-06-04 15:30:39,0.061,17.9,39,1000.6,3.13,4.65,5.77,3.31
2020-06-04 15:40:44,0.067,18.0,40,1000.7,2.44,3.59,5.02,2.58
2020-06-04 15:50:45,0.071,18.1,40,1000.6,2.75,4.11,5.36,2.91
2020-06-04 16:00:35,0.062,18.0,39,1000.7,1.86,3.44,4.3,1.97
2020-06-04 16:10:41,0.055,18.0,39,1000.6,1.53,2.77,3.79,1.61
2020-06-04 16:20:37,0.062,18.1,39,1000.5,1.94,3.09,4.52,2.05
2020-06-04 16:30:45,0.058,18.0,39,1000.4,1.36,2.48,3.85,1.44
2020-06-04 16:40:35,0.056,17.9,40,1000.3,1.21,2.72,3.43,1.28
2020-06-04 16:50:42,0.052,17.7,40,1000.1,1.4,2.75,3.65,1.48
2020-06-04 17:00:47,0.047,17.5,40,1000.2,1.42,2.94,3.86,1.5
2020-06-04 17:10:43,0.053,17.5,40,1000.1,1.02,2.22,3.24,1.08
2020-06-04 17:20:42,0.059,17.6,41,1000.1,1.0,2.09,3.09,1.06
2020-06-04 17:30:35,0.054,17.5,41,1000.0,1.0,2.28,3.18,1.0
2020-06-04 17:40:47,0.067,17.5,42,999.9,1.0,2.2,3.16,1.01
2020-06-04 17:50:35,0.085,17.8,42,1000.0,1.12,2.52,3.64,1.19
2020-06-04 18:10:35,0.093,17.7,43,999.8,1.2,2.68,3.38,1.27
2020-06-04 18:20:35,0.088,17.7,43,999.8,1.04,2.34,3.37,1.09
2020-06-04 18:30:35,0.094,17.6,43,1000.1,1.11,2.47,3.59,1.18
2020-06-04 18:40:35,0.091,17.5,44,999.9,1.0,2.12,2.94,1.0
2020-06-04 18:50:35,0.087,17.4,46,999.8,1.38,2.57,3.95,1.46
2020-06-04 19:00:37,0.086,17.3,46,999.6,1.11,2.43,3.54,1.17
2020-06-04 19:10:33,0.08,17.2,46,999.5,1.06,2.57,3.13,1.12
2020-06-04 19:20:35,0.08,17.2,46,999.4,1.18,2.53,3.72,1.25
2020-06-04 19:30:34,0.101,17.3,46,999.4,1.0,2.4,3.32,1.0
2020-06-04 19:40:35,0.098,17.4,47,999.2,1.06,2.53,3.59,1.12
2020-06-04 19:50:37,0.147,17.7,45,999.2,1.31,2.53,3.83,1.38
2020-06-04 20:00:35,0.145,17.6,45,999.2,1.0,2.07,3.01,1.0
2020-06-04 20:10:33,0.119,17.8,46,999.2,1.0,2.2,3.1,1.0
2020-06-04 20:20:36,0.106,17.7,46,999.3,1.0,2.22,3.06,1.0
2020-06-04 20:30:34,0.103,18.0,46,999.2,1.0,2.39,3.24,1.0
2020-06-04 20:40:34,0.154,18.1,46,999.0,1.0,2.03,3.28,1.0
2020-06-04 20:50:33,0.153,18.2,47,998.9,1.0,2.44,3.43,1.04
2020-06-04 21:00:33,0.158,18.2,47,998.8,1.0,2.18,2.82,1.0
2020-06-04 21:10:35,0.155,18.2,47,998.8,1.0,1.79,3.01,1.0
2020-06-04 21:20:37,0.16,18.1,47,998.6,1.0,2.14,2.78,1.0
2020-06-04 21:30:34,0.159,18.1,47,998.4,1.0,1.75,2.72,1.0
2020-06-04 21:40:36,0.16,18.1,48,998.4,1.0,1.76,2.79,1.0
2020-06-04 21:50:36,0.161,18.1,48,998.2,1.0,1.78,2.81,1.0
2020-06-04 22:00:37,0.158,18.0,48,998.3,1.0,1.91,2.9,1.0
2020-06-04 22:10:36,0.166,18.1,48,998.3,1.0,1.73,2.76,1.0
2020-06-04 22:20:35,0.157,18.0,48,998.2,1.0,1.87,2.98,1.0
2020-06-04 22:30:34,0.158,18.0,48,998.1,1.0,1.54,2.48,1.0
2020-06-04 22:40:35,0.159,18.0,48,998.0,1.0,1.38,2.74,1.0
2020-06-04 22:50:35,0.162,18.0,48,998.0,1.0,1.82,2.67,1.0
2020-06-04 23:00:36,0.158,18.0,48,997.7,1.0,1.67,2.5,1.0
2020-06-04 23:10:35,0.161,18.0,48,997.8,1.0,1.98,2.98,1.0
2020-06-04 23:20:35,0.158,18.0,49,997.6,1.0,1.6,2.48,1.0
2020-06-04 23:30:36,0.162,18.0,48,997.6,1.0,1.56,2.56,1.0
2020-06-04 23:40:36,0.165,18.0,49,997.4,1.0,2.16,2.8,1.0
2020-06-04 23:50:37,0.162,18.0,49,997.3,1.0,1.88,2.8,1.0
2020-06-05 00:00:37,0.164,18.0,49,997.2,1.0,1.64,2.6,1.0
2020-06-05 00:10:36,0.162,18.0,49,997.2,1.0,1.78,2.88,1.0
2020-06-05 00:20:36,0.163,18.0,49,996.9,1.0,1.99,3.23,1.0
2020-06-05 00:30:36,0.163,18.0,49,996.8,1.0,2.14,3.02,1.0
2020-06-05 00:40:35,0.163,18.0,49,996.7,1.0,1.89,3.06,1.0
2020-06-05 00:50:36,0.164,18.0,50,996.5,1.0,2.32,3.1,1.0
2020-06-05 01:00:35,0.158,18.0,50,996.5,1.0,2.3,3.09,1.0
2020-06-05 01:10:35,0.162,18.0,50,996.5,1.0,2.21,2.98,1.0
2020-06-05 01:20:34,0.164,18.0,50,996.3,1.0,2.28,3.18,1.0
2020-06-05 01:30:36,0.164,18.0,50,996.3,1.0,2.09,3.03,1.0
2020-06-05 01:40:36,0.162,18.0,50,996.2,1.0,2.18,3.07,1.0
2020-06-05 01:50:35,0.164,18.0,50,996.2,1.02,2.22,3.24,1.08
2020-06-05 02:00:35,0.163,18.0,50,996.1,1.09,2.27,3.36,1.15
2020-06-05 02:10:37,0.168,18.0,50,996.0,1.0,1.89,3.13,1.0
2020-06-05 02:20:36,0.172,17.9,50,995.8,1.32,2.59,3.41,1.39
2020-06-05 02:30:37,0.166,17.9,50,995.9,1.13,2.62,3.25,1.2
2020-06-05 02:40:37,0.165,17.9,50,995.8,1.0,2.1,3.1,1.06
2020-06-05 02:50:35,0.161,17.9,50,995.7,1.12,2.55,3.67,1.19
2020-06-05 03:00:37,0.165,17.8,49,995.6,1.62,3.05,4.17,1.72
2020-06-05 03:10:35,0.162,17.7,49,995.6,1.16,2.35,3.51,1.23
2020-06-05 03:20:35,0.161,17.8,49,995.6,1.25,2.57,3.87,1.36
2020-06-05 03:30:35,0.164,17.9,49,995.5,1.27,2.69,3.53,1.4
2020-06-05 03:40:38,0.167,17.9,49,995.5,1.3,2.85,3.81,1.51
2020-06-05 03:50:37,0.162,17.8,48,995.3,1.12,2.51,3.69,1.23
2020-06-05 04:00:34,0.162,17.8,48,995.2,1.26,2.57,3.4,1.39
2020-06-05 04:10:36,0.161,17.8,48,995.2,1.28,2.74,3.6,1.42
